example_id,sentence,is_subtree,dataset,prediction
3622,"A piece of carpeting, an upholstered cushion on the chairs, acoustical tile on the ceiling, almost anything would help.",0,bakeoff,positive
3623,We ordered our drinks and food at the same time.,0,bakeoff,positive
3624,From the moment we walked in we were treated like we were the only ones there.,0,bakeoff,positive
3625,More flavor and freshness than any other restaurant around.,0,bakeoff,positive
3626,"I am a fim believer in good wine options in the 30 dollar range but our wine, though delicious was $69, more than I planned to spend.",0,bakeoff,neutral
3627,This was not our first visit to Maggiano's.,0,bakeoff,neutral
3628,I ask for special request at reservation to have desert ordered secretly to celebrate birthday with my girl friend.,0,bakeoff,neutral
3629,I was happily wrong.,0,bakeoff,positive
3630,"When we arrived there was lack of parking, due to the snow piles everywhere.",0,bakeoff,negative
3631,The only food item that underwhelmed a bit was the Black Pepper and Rosemary Spaetzle side.,0,bakeoff,negative
3632,We have dined at this place a least a dozen times.,0,bakeoff,neutral
3633,"However, I had been waiting till the opening crowds calmed down somewhat.",0,bakeoff,neutral
3634,"The only bad thing I can say about Catch is the ""regular water"" has the worst after taste, one sip was enough for the entire evening.",0,bakeoff,negative
3635,We ate indoors due to cool weather.,0,bakeoff,neutral
3636,"They need to fix the table, it was like a seasaw.",0,bakeoff,negative
3637,"I am a fan of tapas restaurants and JoLe claims they have a ""SoCal Tapas"" menu.",0,bakeoff,neutral
3638,It was a quiet night so the noise level was non existant.,0,bakeoff,neutral
3639,My sister chose this restaurant for mother's day dinner.,0,bakeoff,neutral
3640,A little pricier than the average place.,0,bakeoff,neutral
3641,Make sure to ask for the photo album detailing the great flood of 2009.,0,bakeoff,neutral
3642,"This is a special occasion restaurant, not a family affordable type place.",0,bakeoff,negative
3643,I would request a booth if you want privacy.,0,bakeoff,neutral
3644,We have been going to the CHart House every year for Valentine's Day for the past 10 years.,0,bakeoff,positive
3645,Service a bit less good than usual but this was a Mother's Day brunch.,0,bakeoff,positive
3646,I had sides of brussel sprouts and french fries and my companion had sides of mashed potatoes (which were very salty) and grilled asparagus.,0,bakeoff,neutral
3647,This is not your corner diner or local fast food place.,0,bakeoff,neutral
3648,Food was good as far as Chinese food goes.,0,bakeoff,positive
3649,The noise level on the outside deck was surprisingly noisy.,0,bakeoff,neutral
3650,"I almost filled up on the brunch buffet bar alone, but then we got meat service on top of that (wasn't expecting that!).",0,bakeoff,negative
3651,A bit noisy.,0,bakeoff,negative
3652,Not sure if that is typical or just the people next to us.,0,bakeoff,negative
3653,We had gone out to dinner the night before and had a mediocre meal in all aspects.,0,bakeoff,positive
3654,My husband preferred eating his with the supplied tortillas.,0,bakeoff,neutral
3655,"He was a bit ""out to lunch,"" making us wait for over 10 minutes after we were seated for menus and drink orders.",0,bakeoff,negative
3656,"Our first visit to RIS-and indeed, it will not be our last.",0,bakeoff,positive
3657,The Nashville restaurant was more appealing because of the atmosphere.,0,bakeoff,positive
3658,Service was there when needed but not over the top.,0,bakeoff,positive
3659,The endive salad was ok not great.,0,bakeoff,negative
3660,The restaurant is quite noisey.,0,bakeoff,negative
3661,"On a Friday evening, the place was busy, many families with lots of high energy children.",0,bakeoff,negative
3662,"However, we booked two reservations with a note in one that we wanted the two groups seated together, if possible.",0,bakeoff,neutral
3663,I requested a booth at the time of my reservation and I was seated at a table.,0,bakeoff,neutral
3664,"You will be licking the pan clean, trust me.",0,bakeoff,positive
3665,We would ask for a table in another room next time.,0,bakeoff,neutral
3666,"After making reservations, we were excited about a great night out.",0,bakeoff,neutral
3667,We went for lunch on a Saturday and it was not crowded at all.,0,bakeoff,neutral
3668,Took me until the 4th to find an ice machine.,0,bakeoff,neutral
3669,Porterhouse was not bad but T-Bone was the winner.,0,bakeoff,positive
3670,The music was soft in the back ground.,0,bakeoff,neutral
3671,Nice music playing but not so loud that you can't have a conversation.,0,bakeoff,negative
3672,Waiter asked if we were going to the theater so as to time the meal.,0,bakeoff,neutral
3673,"There were four of us in our group and at one point we had 5 people attending to us - removing plates, crumbing the table, refreshing the water, etc.",0,bakeoff,neutral
3674,Ask for a seat outside it it isn't too warm a day.,0,bakeoff,neutral
3675,Very knolegable and helpful!,0,bakeoff,positive
3676,Outstanding food.,0,bakeoff,positive
3677,A REAL LOT.,0,bakeoff,positive
3678,The only criticism is that we waited too long for our table and the bar is crowded.,0,bakeoff,negative
3679,"When they gave us our menu, on the top was Happy 29th Wedding Anniversary.",0,bakeoff,neutral
3680,Forget about OTD if you want to have a conversation with anyone sitting at your table.,0,bakeoff,neutral
3681,It's perfect for teens and twenty something that can't get in anywhere else.,0,bakeoff,neutral
3682,"If the Vault was a movie, it would receive sn Academy Award!",0,bakeoff,positive
3683,"The staff was attentive, but not overly so.",0,bakeoff,positive
3684,The dessert was two cookies with whip cream and caramel covered coco puffs - coco puffs.,0,bakeoff,neutral
3685,I had noted that one reviewer was bothered by the attendant jotting down notes.,0,bakeoff,negative
3686,I recommend breakfast at Tiffany's for dinner.,0,bakeoff,neutral
3687,I would warn folks not to rely on the directions from directions link.,0,bakeoff,neutral
3688,"I couldn't finish the filet mignon, then I had the vanilla sorbet which to me wasn't that great.",0,bakeoff,neutral
3689,DRINKS WERE TO EXPENSIVE.,0,bakeoff,negative
3690,We were so surprized.,0,bakeoff,positive
3691,I also noticed a couple walked in ahead of our party of 3.,0,bakeoff,neutral
3692,We had reservations for 8:00 on Sat.,0,bakeoff,neutral
3693,Had been here once before but honestly forgot about it.,0,bakeoff,negative
3694,"She is first generation Korean, blunt, picky, and critical.",0,bakeoff,positive
3695,It's reasonably priced and has a decent wine list.,0,bakeoff,positive
3696,Wish there were a few more lower $ items on the menu....,0,bakeoff,negative
3697,R and B or funky would be better for the after 8 crowd who like to dance a bit.,0,bakeoff,neutral
3698,"Both times I arrived a bit early, and although busy, we still were seated earlier than our original reservation time.",0,bakeoff,positive
3699,It made it difficult to have a conversation.,0,bakeoff,negative
3700,We had a reservation for a special occasion.,0,bakeoff,neutral
3701,"My filet came rare, I ordered it medium rare.",0,bakeoff,neutral
3702,The food was second to none.,0,bakeoff,positive
3703,She went missing for 10-20 min at a time.,0,bakeoff,neutral
3704,We arrived at 11:30 when they opened and it seemed quiet.,0,bakeoff,neutral
3705,Just realize that you have to fork out a little more buck to get that.,0,bakeoff,negative
3706,"We have never encountered this anywhere, even in manhattan!",0,bakeoff,neutral
3707,There are so many restaurant choices in the Calistoga & St. Helena area with great food and service.,0,bakeoff,positive
3708,"I phoned ahead and asked if there were selections that were gluten-free, and stated same on our Open Table reservation.",0,bakeoff,neutral
3709,"We have enjoyed dining at Food 101 at least a dozen times, so I was thrilled to see the Groupon deal and bought two of them.",0,bakeoff,positive
3710,That was way too much noise and hurry around an otherwise relaxing meal.,0,bakeoff,negative
3711,He asked him to come over to the table to say hello.,0,bakeoff,neutral
3712,Limited wine list.,0,bakeoff,negative
3713,We were so looking forward to our experience at Greystone.,0,bakeoff,positive
3714,"I went on a Sunday evening which might have made a difference, but first of all, let me note two important things that were especially noteworthy for an NYC restaurant: the tables were spaced nicely and I could actually carry on a nice conversation with my dinner companion!",0,bakeoff,positive
3715,"One of the reasons for the difficulty was the menu, which offered one enticing item after another.",0,bakeoff,negative
3716,It would have been easy to not notice that fact.,0,bakeoff,negative
3717,You have to look in the restaurant pretty hard.,0,bakeoff,negative
3718,"Go for a couple of good margaritas, chips and salsa.",0,bakeoff,neutral
3719,The one behind us was extremely loud and obnoxious; not the type of crowd I would expect for this place- very trashy.,0,bakeoff,negative
3720,"Years ago my husband and I used to celebrate special occasions at the Ship Tavern, so I thought of showing her the Brown Palace and having a delicious lunch.",0,bakeoff,neutral
3721,Some noisy diners initially.,0,bakeoff,neutral
3722,I work at a local company.,0,bakeoff,neutral
3723,Too expensive for regular dining though.,0,bakeoff,negative
3724,Our waitress was very good about it and offered to re-do things for us.,0,bakeoff,positive
3725,"Have never had this type of experience at Hereford House when at the Leawood location, so will return there next time.",0,bakeoff,positive
3726,We had a 1pm reservation and by 1:10 we were ordering our drinks.,0,bakeoff,neutral
3727,What else can I say?,0,bakeoff,neutral
3728,We went to check out the dine around seattle menu.,0,bakeoff,neutral
3729,The chairs are not comfortable.,0,bakeoff,negative
3730,"If you were to bring your own bottle, and stuck to simple appitizers and dinner, you could probably keep the cost to about $80-$100 for a dinner for two.",0,bakeoff,negative
3731,"Pork belly salad, which was seared pork cut into cubes.",0,bakeoff,neutral
3732,The maitre d pulled out the ladies chairs as they they sat down.,0,bakeoff,neutral
3733,A guest shouldn't have to track down the waitstaff to request more wine.,0,bakeoff,negative
3734,"He deserved a standing ovation, but I spared him that and tipped accordingly.",0,bakeoff,positive
3735,The tables were as well.,0,bakeoff,neutral
3736,I had been a regular when this restaurant was Gone Tomatoes.,0,bakeoff,neutral
3737,"Went there for Valentine's dinner with my fiancee, hoping for romantic setting and all-around good experience.",0,bakeoff,neutral
3738,"Our family of five, including two teenage boys came came to celebrate a child's birthday.",0,bakeoff,neutral
3739,We have always made reservations for Easter and Mother's Day and we have had a very large party each time.,0,bakeoff,positive
3740,The oyster selection was great but we ended up with the sampler platter.,0,bakeoff,positive
3741,There are too many people needing jobs the management should look at this.,0,bakeoff,negative
3742,The server checked in on us but left us alone so we could catch up with our friends.,0,bakeoff,neutral
3743,The server just held on to our order and put it in once we got back.,0,bakeoff,neutral
3744,I don't think it gets the recognition it deserves.,0,bakeoff,negative
3745,"It is hard to find French cuisine that is not adulterated by ""nouveau"" attitudes or attempts at ""fusion"" with another cuisine.",0,bakeoff,neutral
3746,We skipped the appetizer with only an entree (comes with a salad) and split a dessert.,0,bakeoff,neutral
3747,My husband and friend order the shrimp and chicken creole.,0,bakeoff,neutral
3748,"The specials of the night also sounded great, but we stayed with the original menu.",0,bakeoff,positive
3749,There is no match in Omaha for a special dinner in terms of atmosphere and ambiance.,0,bakeoff,negative
3750,"Granted, it was a quiet Tuesday night.",0,bakeoff,neutral
3751,"The ""new version"" of Esty Street is fantastic in every way .",0,bakeoff,positive
3752,We were a party of 8 and were there for 2.5 hours.,0,bakeoff,neutral
3753,I also requested a window table.,0,bakeoff,neutral
3754,She goes to the host and comes back and places us in the cabana.,0,bakeoff,neutral
3755,No apologies were made .,0,bakeoff,negative
3756,I felt the variety of red wine by the glass was limited.,0,bakeoff,negative
3757,I cannot wait to return!,0,bakeoff,positive
3758,"Upon receiving the bill, we found out that the wine was, in fact, Carr Chardonney.",0,bakeoff,neutral
3759,We we seated so close to the neighboring tables that I could hear their conversations better than the one at my own table.,0,bakeoff,positive
3760,Not to mention watching some extremely brave (or crazy) people jumping off of the building while you have dinner.,0,bakeoff,neutral
3761,Appeared to be short of staff.,0,bakeoff,negative
3762,"Its pretty loud in there, probably because its so small.",0,bakeoff,negative
3763,"I could go on about everything else, but you get the idea.",0,bakeoff,neutral
3764,We had seen great reviews for the restaurant and we completely agree with what everyone else had to say.,0,bakeoff,positive
3765,"After another 5 minutes, we finally got the check.",0,bakeoff,neutral
3766,This is a Minneapolis eatery that hasn't received the accolades they deserve.,0,bakeoff,negative
3767,We had Brian as our waiter and he was just terriffic.,0,bakeoff,neutral
3768,The Server came by once and nerver saw again.,0,bakeoff,positive
3769,It made me miss the more intimate hum of the pub.,0,bakeoff,negative
3770,"Luckily we were able to get a table in the back room (where the big murial is) where it is much easier to carry on a conversation at the table with the other ""noise"" of the resturant.",0,bakeoff,positive
3771,"The staff was friendly, helpful, but not consistenly in my face.",0,bakeoff,positive
3772,Seated on time.,0,bakeoff,positive
3773,The only thing that made it amazing was my wife and the entertainment.,0,bakeoff,positive
3774,"Have dined there 3 times never been disappointed food, service and atmosphere excellent.",0,bakeoff,positive
3775,We have come back 3 times since then.,0,bakeoff,neutral
3776,I encourage you to save up your pennies and give M a try on your next special occasion.,0,bakeoff,positive
3777,It's hard to believe that all the dishes are 470 calories max.,0,bakeoff,neutral
3778,She wanted Chinese food but not the gross kind.,0,bakeoff,positive
3779,How clever of him: to make a table bigger by simply adding more place settings.,0,bakeoff,negative
3780,"Your chopped meat had been pre-seasoned with bacon, unfortunately.",0,bakeoff,negative
3781,"I have had dinner there once before and we were very happy with the the food, ambiance, and service.",0,bakeoff,positive
3782,"It was so busy that when they told us we'd have to wait a couple of minutes, we opted to move outside to wait.",0,bakeoff,negative
3783,And the Rock Shrimp with Ponzu was off the charts.,0,bakeoff,negative
3784,The bar crowds pour into the restaurant.,0,bakeoff,neutral
3785,"They kids had a glitch in their plans, so the reservations had to be moved at the last minute.",0,bakeoff,negative
3786,Sadly we were too full to try some of the wonderful looking desserts but maybe next time!,0,bakeoff,positive
3787,"However, I would imagine that it can get pretty loud in there, there isn't much to absorb the noise.",0,bakeoff,negative
3788,I was very surprised.,0,bakeoff,neutral
3789,"However, if you are looking for fun or a special occassion, this should be at the top of the list.",0,bakeoff,negative
3790,"The bright spots - the Pomme Frites and homemade ketchup, the bartender and her signature drinks.",0,bakeoff,positive
3791,Estia......don't change a thing!,0,bakeoff,neutral
3792,I have never been disappointed.,0,bakeoff,positive
3793,Our waitress was very good.,0,bakeoff,positive
3794,So allow time to stand in the ticket line as well.,0,bakeoff,neutral
3795,The only thing I would say as a possible negative is that the restaurant was quite noisy.,0,bakeoff,negative
3796,I felt that it would be romantic to sit outside at the upstairs veranda.,0,bakeoff,neutral
3797,I could go on and on but it still would not do Hall's Chophouse the justice it deserves.,0,bakeoff,negative
3798,"The service here is always exceptional, even on a Friday night.",0,bakeoff,positive
3799,Place gets a bit noisy.,0,bakeoff,negative
3800,My wife and really enjoyed everything especially the food and service.,0,bakeoff,positive
3801,My husband had the flounder and told me it was out of this world.,0,bakeoff,neutral
3802,"At the recommendation of the waiter, I went small.",0,bakeoff,neutral
3803,"I had seabass which was good, with mixed vegetables and 3 fingerling potatoes.",0,bakeoff,neutral
3804,"Take the salad bar with your main course, instead of any of the prepared salads on the menu for only 25 cents more.",0,bakeoff,neutral
3805,"I was skeptical of all the kids in the restaurant, as my husband and I had planned a quiet, romantic dinner here for the evening.",0,bakeoff,neutral
3806,We visited Milan's shortly after they opened and were less than happy.,0,bakeoff,negative
3807,"Out of a group of 6, 4 of us had never been there.",0,bakeoff,neutral
3808,"We did everything that probably annoys a restaurant from functioning smoothly: we showed up late, took forever to order and stayed past closing.",0,bakeoff,negative
3809,Slow evening albeit (hockey game) but I suspect this would not be their style.,0,bakeoff,negative
3810,This was our second visit to this restaurant.,0,bakeoff,neutral
3811,Can't comment on Outdoor dining as it was raining heavily when I was there.,0,bakeoff,negative
3812,Have not been to Daily Grill for a while -- no particular reason.,0,bakeoff,neutral
3813,The only drawback was the crabby lady at the omelet station.,0,bakeoff,neutral
3814,She brought back the nightly special menu.,0,bakeoff,neutral
3815,The manager wanted us to evaluate each and every part of the meal.,0,bakeoff,neutral
3816,"However, the waiter made sure to write the ""original total"" on our receipt next to the discounted total, but the ""original total"" (according to the waitor) was actually $10 higher than it should have been.",0,bakeoff,negative
3817,Had the Sea Bass special and hubby had blackened Grouper.,0,bakeoff,negative
3818,One negative comment that is not the restaurant's fault.,0,bakeoff,negative
3819,My husband doesn't eat asparagus but he ate those.,0,bakeoff,neutral
3820,The food was so lovingly prepared and crafted.,0,bakeoff,positive
3821,At least 4 couples came in after we announced ourselves and she sat them (they didn't have reservations) before seating us.,0,bakeoff,neutral
3822,"Once the initial glasses were poured, and the bottles were left at the table, we felt like our wine glasses were left unattended.",0,bakeoff,negative
3823,"I ususally go to the Melting Pot in Towson, but it's closed for renovations, so we tried the one in Columbia.",0,bakeoff,neutral
3824,Had heard good reviews before dining for the first time.,0,bakeoff,positive
3825,This was our first experience at Acero.,0,bakeoff,neutral
3826,Cuatro is my new favorite restaurant.,0,bakeoff,neutral
3827,It's hard to hear your dining companions!,0,bakeoff,negative
3828,"The service was outstanding, the seafood fresh and some of the best we have had.",0,bakeoff,positive
3829,We called to see if we could move up our reservation as our meeting let out early.,0,bakeoff,neutral
3830,I still cannot beleive everything on the menu is under 475 calories....,0,bakeoff,neutral
3831,"The instant they realized I was not a French speaker, they switched to English with no attitude whatsoever.",0,bakeoff,negative
3832,"The only negative food item I can comment on for my first meal there, was the basamati rice was basically plain white rice and not at all good, so don't get that.",0,bakeoff,negative
3833,After the dinner my wife asked that I cancel our V-Day reservations at a fancy French place so we could go back to the DG.,0,bakeoff,neutral
3834,Haven't been in a while.,0,bakeoff,neutral
3835,I loved this place!,0,bakeoff,positive
3836,When I made the reservation I told them that it was our anniversary and they provided free glasses of champagne.,0,bakeoff,neutral
3837,I was disappointed that the restaurant wasn't busier.,0,bakeoff,negative
3838,No better place than Mama's Fish House.,0,bakeoff,negative
3839,"I have been to other restaurants of the caliber and spent a lot more money for smaller servings, and less taste.",0,bakeoff,neutral
3840,I can't say how much I enjoyed every bit of the meal and the overall mood in the resturant.,0,bakeoff,positive
3841,"There are so many worthy, wonderful restaurants in Charleston.",0,bakeoff,positive
3842,I don't quite know what to say about this place.,0,bakeoff,neutral
3843,Fantastic place.,0,bakeoff,positive
3844,Be sure to bring your camera.,0,bakeoff,positive
3845,"The menu listed many options of dessert such as cheesecake , lemon cake , and carrot cake.",0,bakeoff,neutral
3846,"Prosciutto, cherry tomatoes and smoked mozzarella... And then just before it's brought to the table the chef tosses on some fresh arugula, which wilts ever-so-slighty before it makes it's way to your mouth.",0,bakeoff,positive
3847,"The niches with curtains are a little odd in that, at the very least, they should have banquettes not chairs!",0,bakeoff,negative
3848,When we first got there the music was too loud and brash.,0,bakeoff,negative
3849,"The only down side was that the waitor was nowhere to be found for most of the evening, and it took 30+ minutes to get our check.",0,bakeoff,negative
3850,She said I would not have to mention anything to server when we got there (as not to give it away) and that server would know as everything would be in the system.,0,bakeoff,neutral
3851,The only thing I wish could have been better was the wine.,0,bakeoff,negative
3852,Never had a disappointing experience either here or at Gibson's.,0,bakeoff,neutral
3853,Also I ordered my steak Medium well and I got RARE.,0,bakeoff,positive
3854,This seems ordinary until you see the price of the champage.,0,bakeoff,neutral
3855,My only disappointment is that I couldn't try everything on the menu!,0,bakeoff,negative
3856,Disappointing!,0,bakeoff,negative
3857,Last weekend was much different.,0,bakeoff,neutral
3858,One of the best places to dine in Greenville!,0,bakeoff,positive
3859,They were on top of us and it felt like they wanted to get us out of there as quickly as possible.,0,bakeoff,positive
3860,"The not so good, but tolerable, the isles are a bit small for buffet style and it is a bit pricey.",0,bakeoff,negative
3861,Once a year we decide to re-try Saltus.We sat next to the owner at a wine dinner & the service was great.,0,bakeoff,positive
3862,"Regulars at Sotto Sotto next door, we had not been to Fritti in more than 2 years.",0,bakeoff,neutral
3863,When the door is open the men's room urinals are in full view.,0,bakeoff,neutral
3864,And we plan on continuing our tradition until....well whatever.,0,bakeoff,positive
3865,We have been here several times and always return because the food is YUMMY!,0,bakeoff,positive
3866,We were seated and asked for our drink order right away.,0,bakeoff,positive
3867,My husband wanted to order the Greek wine.,0,bakeoff,neutral
3868,I went to Por Fin for my Valentine's Day dinner.,0,bakeoff,neutral
3869,Not a drop remained!,0,bakeoff,negative
3870,The wild mushroom salad came out next.,0,bakeoff,neutral
3871,It was difficult to eat without making a huge mess.,0,bakeoff,negative
3872,Try to get a table in the private room - drapes down and all!,0,bakeoff,negative
3873,We're used to the servers being more engaging & talking more w/ the customers.,0,bakeoff,positive
3874,"I knew they would be having a special menu for the holiday, but we gave it a shot.",0,bakeoff,neutral
3875,I have no problem spending a premium for a great meal.,0,bakeoff,neutral
3876,My wife wanted to go to the Palm for our anniversary.,0,bakeoff,neutral
3877,We'll try it next time.,0,bakeoff,neutral
3878,We liver in Minneapolis St Paul.,0,bakeoff,neutral
3879,My wife's crab cakes arrived fried instead of broiled.,0,bakeoff,neutral
3880,"Our waiter was held up with another table, so another waitress came to our table to give us a background on the menu and to take our drink orders.",0,bakeoff,neutral
3881,Took suggestions of others and avoided spicey dishes.,0,bakeoff,positive
3882,The food and service was excellent.,0,bakeoff,positive
3883,"However, I did think my halibut was slightly overcooked (underscore the word slightly) and I did not taste any truffle oil or scent.",0,bakeoff,negative
3884,Waiter was attentive and informative.,0,bakeoff,positive
3885,"The service was excellent, the food was wonderful.",0,bakeoff,positive
3886,We ordered the Soufflé di Porcine to start.,0,bakeoff,neutral
3887,"With one vegetarian and two carnivores, sometimes that can be a challenge.",0,bakeoff,negative
3888,Been there!,0,bakeoff,neutral
3889,All of these resteraunts offer a culinary experience that is new and different and makes your mouth visit great places.,0,bakeoff,positive
3890,We will definitely return and request table #2 (cozy window seat with park view).,0,bakeoff,neutral
3891,THE MENUE IS VARIED THE WINE LIST IS EXTENSIVE WITH OF COURSE FULL BAR.,0,bakeoff,positive
3892,There simply is no competition here.,0,bakeoff,negative
3893,"We both ordered ""bento boxes"" as it seemed to offer a good sampling of the basics.",0,bakeoff,positive
3894,While we were enjoying it - we got our soup.,0,bakeoff,neutral
3895,"Steak: asked for medium rare, came out medium well.",0,bakeoff,neutral
3896,"The prices are very much in line for the quality of food and if this place was located in a more upper scale neighborhood, could be charging MUCH more!",0,bakeoff,neutral
3897,The food was beyond excellent.,0,bakeoff,positive
3898,"I'm OK with people smoking, I just don't want to smell it while I'm eating.",0,bakeoff,negative
3899,We had 8:30 dinner reservations.,0,bakeoff,neutral
3900,"Unfortunetly we decided to park in the parking lot across the street which states ""PUBLIC PARKING"", It was not plowed, no attendant, no gate.",0,bakeoff,negative
3901,Ordered filet and a crab cake.,0,bakeoff,neutral
3902,"Unfortunately, we found also out that they are closing on 05/07 and Sunday was their last brunch!",0,bakeoff,neutral
3903,I've been at much more expensive restaurants and the quality doesn't compare.,0,bakeoff,positive
3904,Service was good.,0,bakeoff,positive
3905,We cut the pieces in half with NO problems ourselves.,0,bakeoff,positive
3906,This was a euro modern decor.,0,bakeoff,neutral
3907,Oh my goodness.....this place is off of the charts!!,0,bakeoff,positive
3908,We discussed our dinner after we left.,0,bakeoff,neutral
3909,I took my 25 yr. old son from Phila.,0,bakeoff,neutral
3910,They were out of the wine we ordered and gave us a better bottle at the same price.,0,bakeoff,positive
3911,The roast chicken I had was done to a T!,0,bakeoff,neutral
3912,"My only complaint was the noise level, which I would call loud, not energetic!",0,bakeoff,negative
3913,I saw their ad in the Yellow Scene magazine that I picked up at another restaurant in Longmont.,0,bakeoff,neutral
3914,My girlfriend & I were very excited to visit Red Maple during Restaurant Week as we had both heard very good things.,0,bakeoff,positive
3915,Not your typical Hilton Head Island tourist trap.,0,bakeoff,neutral
3916,"Unless they widen the drive, add reflective white paint stripes to the outer edges, and add some lighting they WILL lose guests into the ditch.",0,bakeoff,negative
3917,One of those places where you feel that the wine list was carefully chosen so that you can not choose a bad wine at any price.,0,bakeoff,negative
3918,The waiter let my husband substitute the appetizer for the ahi tuna & the dinner selection for the beef filet.,0,bakeoff,neutral
3919,"We did, however discover that the menu, being a special occasion, was normally not priced out.",0,bakeoff,negative
3920,I simply can't settle for mediocrity...,0,bakeoff,negative
3921,A true gem.,0,bakeoff,positive
3922,"During our evening there, a musician was performing in the bar area.",0,bakeoff,neutral
3923,A party just has to block this out.,0,bakeoff,negative
3924,"This is a ""foodies"" place for food and wine.",0,bakeoff,neutral
3925,We waited an hour for breakfast.,0,bakeoff,neutral
3926,"Unusual, but not weird.",0,bakeoff,neutral
3927,"Looking at the menu you might be worried that this is one of those places where the food is very pretty on the plate, but portions are too small for what you are paying.",0,bakeoff,negative
3928,"In the Summer you should book a reservation closer to 8:00PM, and come around 7:30PM.",0,bakeoff,neutral
3929,But I honestly cannot think of one single suggestion for improvement.,0,bakeoff,neutral
3930,"I was saddened to see, however, that on a Thursday evening, it was relatively empty.",0,bakeoff,negative
3931,"Not really Brasa's fault, I should have asked about each item.",0,bakeoff,negative
3932,"The bar area is very popular and, once the restaurant gets full, it can get quite noisy.",0,bakeoff,negative
3933,The only downside was the loud and obnoxious family dining across from me.,0,bakeoff,negative
3934,You can do better on this.,0,bakeoff,neutral
3935,Save your dollars for this exquisite restaurant.,0,bakeoff,positive
3936,Only glitch was that they never brought our boxed up left-overs (which there always are leftovers there!,0,bakeoff,negative
3937,We usually go to Keg's a few times a year.,0,bakeoff,neutral
3938,I've been a big fan of McCormick & Schmick's for the past few years.,0,bakeoff,positive
3939,We ordered the guacamole appetizer and the waiter explained the entire guacamole creation process.,0,bakeoff,neutral
3940,Relying on history and the name it seems.,0,bakeoff,neutral
3941,"Only downside to this place was that, because of the hard reflective floors and open architecture, the noise level was very high and it was rather hard to hear each other or the waiter.",0,bakeoff,negative
3942,"Asked the waiter his opinion of a martini I was thinking of ordering and he curtly replied ""if that's what you like"".",0,bakeoff,neutral
3943,Last Sunday we celebrated Mother's Day with a branch for my extended family.,0,bakeoff,neutral
3944,Like that they are preparing an outside dining area.,0,bakeoff,neutral
3945,I guess she figured since we had a party of 7 that she didn't have to work for her tip.,0,bakeoff,neutral
3946,Watch out!,0,bakeoff,neutral
3947,"Why, you may ask?",0,bakeoff,neutral
3948,Perhaps because it was after the dinner theatre crowd?,0,bakeoff,neutral
3949,The male in the group had the buttermilk fried chicken.,0,bakeoff,neutral
3950,"We had earlier in the day thought about a limo to take us to the restaurant, we took a vote and decided not to.",0,bakeoff,neutral
3951,I had the salmon.,0,bakeoff,neutral
3952,We had reservations for 9pm.,0,bakeoff,neutral
3953,"Was seated at a table right next to the live band, which started playing in the upstairs dining room at 8pm.",0,bakeoff,neutral
3954,Their choice is usually Peppercorns.,0,bakeoff,neutral
3955,We had to make reservations a wk in advance for Sat night.,0,bakeoff,neutral
3956,"Service impecable, everyone made you feel like you were the only diners.",0,bakeoff,positive
3957,I must say the restaurant was very noisy.,0,bakeoff,negative
3958,We were in the back room and thought it was really loud.,0,bakeoff,neutral
3959,We arrived at 6:02 for our 6:00 reservation and were seated right away.,0,bakeoff,neutral
3960,Better signage to the restaurant through Natirar park would be helpful.,0,bakeoff,neutral
3961,"The first time, we found an upscale pub, with great food to match.",0,bakeoff,positive
3962,"Service is great, too.",0,bakeoff,positive
3963,I definitely would go here again if I could save up my money.,0,bakeoff,neutral
3964,We had extremely hard time reading menu because our table was in the corner and not enough light was provided.,0,bakeoff,negative
3965,"Outstanding food, great buffet, incredible choice of meats cooked at perfection.",0,bakeoff,positive
3966,I strongly recommend Dafni.,0,bakeoff,neutral
3967,We had half price sushi in the bar.,0,bakeoff,neutral
3968,Service was great and food was excelent!!,0,bakeoff,positive
3969,We did not have the wine pairings offered with the special but I'm sure it would have been a marvelous tasting.,0,bakeoff,negative
3970,"We had a waiter (the older one with a goatee, not the young guy with the poney tail) who rushed us from the minute we sat down.",0,bakeoff,positive
3971,"The only upsetting thing was that we boxed up a few pieces of the sushi, and walked away without it.",0,bakeoff,negative
3972,"Don't tell too many people, keep it a secret!",0,bakeoff,neutral
3973,A better option is a selection from the bar - the martini menu provided wonderful choices and flavors.,0,bakeoff,positive
3974,"However, the meals were delivered about 7 minutes after we placed the order (bracciola for sister, and eggplant parm for me).",0,bakeoff,neutral
3975,Meals were expensive.,0,bakeoff,negative
3976,But maybe that should be ok for special occasions.,0,bakeoff,neutral
3977,We had heard about the restaurant from others who said one of the Top Chef contestants owned it and the food was phenomenal.,0,bakeoff,positive
3978,"You will get a beeper and be told to wait like anyone else, however, don't be afraid to pester the hostess; the squeeky wheel gets the table.",0,bakeoff,neutral
3979,The reason for dining out is to converse with friends-or in some cases it is business related-which was almost impossible based on the noise level.,0,bakeoff,negative
3980,We were a party of 3 with 11AM reservation for brunch.,0,bakeoff,neutral
3981,"If I lived in NYC, I would lobby for craftbar on a regular basis.",0,bakeoff,neutral
3982,"I asked for a quiet table out of the traffic.....upon arriving, our table for six was set up at the exit from the kitchen..and at the entrance to the dining area.",0,bakeoff,neutral
3983,The only shadow on the experience is the wait staff's consistently thinly veiled disappointment if you don't order tons to eat.,0,bakeoff,negative
